species ID,Phylum,Class,Order,Suborder,Infraorder,Family,Subfamily,Genus,revised species name,tagged species name,total number of specimens,specimens Serial No,image file name,Microscrope photo No,SLR photo No,显微镜照片数量,相机照片数量,跑数据照片总数,备注,Stage,age  from,age  to,mean age value,Locality,Longitude,Latitude,Horizon,Reference (specimens firstly published),collection No
1,Hemichordata,Pterobranchia,Graptoloidea,"Axonophora Frech, 1897","Neograptina Štorch & others, 2011","Dimorphograptidae Elles & Wood, 1908",,Akidograptus,Akidograptus ascensus,Akidograptus ascensus,13,14545,14545Akidograptus_ascensus.jpg,11,11,129,120,,,"Rhuddanian, Llandovery (early Silurian)",443.8,440.8,442.3,"Huangshu Village in Anji County, Zhejiang Province",119.676,30.608,Lower Silurian,"Yang, D.Q. 1964. Some Lower Silurian graptolites from Anji, northwestern Zhejiang (Chekiang). Acta Palaeontologica Sinica, 12(4): 628-635.",
,Hemichordata,Pterobranchia,Graptoloidea,"Axonophora Frech, 1897","Neograptina Štorch & others, 2011","Dimorphograptidae Elles & Wood, 1908",,Akidograptus,Akidograptus ascensus,Akidograptus ascensus,,14546,14546Akidograptus_ascensus.jpg,12,11,,,,,"Rhuddanian, Llandovery (early Silurian)",443.8,440.8,442.3,"Huangshu Village in Anji County, Zhejiang Province",119.676,30.608,Lower Silurian,"Yang, D.Q. 1964. Some Lower Silurian graptolites from Anji, northwestern Zhejiang (Chekiang). Acta Palaeontologica Sinica, 12(4): 628-635.",
,Hemichordata,Pterobranchia,Graptoloidea,"Axonophora Frech, 1897","Neograptina Štorch & others, 2011","Dimorphograptidae Elles & Wood, 1908",,Akidograptus,Akidograptus ascensus,Akidograptus ascensus,,14549,14549Akidograptus_ascensus.jpg,20,16,,,,,"Rhuddanian, Llandovery (early Silurian)",443.8,440.8,442.3,"Huangshu Village in Anji County, Zhejiang Province",119.676,30.608,Lower Silurian,"Yang, D.Q. 1964. Some Lower Silurian graptolites from Anji, northwestern Zhejiang (Chekiang). Acta Palaeontologica Sinica, 12(4): 628-635.",
,Hemichordata,Pterobranchia,Graptoloidea,"Axonophora Frech, 1897","Neograptina Štorch & others, 2011","Dimorphograptidae Elles & Wood, 1908",,Akidograptus,Akidograptus ascensus,Akidograptus ascensus,,14550,14550Akidograptus_ascensus.jpg,20,16,,,,,"Rhuddanian, Llandovery (early Silurian)",443.8,440.8,442.3,"Huangshu Village in Anji County, Zhejiang Province",119.676,30.608,Lower Silurian,"Yang, D.Q. 1964. Some Lower Silurian graptolites from Anji, northwestern Zhejiang (Chekiang). Acta Palaeontologica Sinica, 12(4): 628-635.",
,Hemichordata,Pterobranchia,Graptoloidea,"Axonophora Frech, 1897","Neograptina Štorch & others, 2011","Dimorphograptidae Elles & Wood, 1908",,Akidograptus,Akidograptus ascensus,Akidograptus ascensus,,14551,14551Akidograptus_ascensus.jpg,10,9,,,,,"Rhuddanian, Llandovery (early Silurian)",443.8,440.8,442.3,"Huangshu Village in Anji County, Zhejiang Province",119.676,30.608,Lower Silurian,"Yang, D.Q. 1964. Some Lower Silurian graptolites from Anji, northwestern Zhejiang (Chekiang). Acta Palaeontologica Sinica, 12(4): 628-635.",
,Hemichordata,Pterobranchia,Graptoloidea,"Axonophora Frech, 1897","Neograptina Štorch & others, 2011","Dimorphograptidae Elles & Wood, 1908",,Akidograptus,Akidograptus ascensus,Akidograptus ascensus,,14552,14552Akidograptus_ascensus.jpg,12,9,,,,,"Rhuddanian, Llandovery (early Silurian)",443.8,440.8,442.3,"Huangshu Village in Anji County, Zhejiang Province",119.676,30.608,Lower Silurian,"Yang, D.Q. 1964. Some Lower Silurian graptolites from Anji, northwestern Zhejiang (Chekiang). Acta Palaeontologica Sinica, 12(4): 628-635.",
,Hemichordata,Pterobranchia,Graptoloidea,"Axonophora Frech, 1897","Neograptina Štorch & others, 2011","Dimorphograptidae Elles & Wood, 1908",,Akidograptus,Akidograptus ascensus,Akidograptus ascensus,,21107,21107Akidograptus_ascensus.jpg,0,6,,,,单反留存，未标,"Rhuddanian, Llandovery (early Silurian)",443.8,440.8,442.3,"Shanshuliang Village in Chengkou County, Chongqing CIty",108.631,31.985,Shuanghechang Formation,"Ge,M.Y.,1990.SilurianGraptolitesfromChengkou,Sichuan.PalaeontologiaSinica,NewSeriesB26.SciencePress,Beijing,157pp.(inChinese).",CF-Ⅰ-7
,Hemichordata,Pterobranchia,Graptoloidea,"Axonophora Frech, 1897","Neograptina Štorch & others, 2011","Dimorphograptidae Elles & Wood, 1908",,Akidograptus,Akidograptus ascensus,Akidograptus ascensus,,54212,54212Akidograptus_ascensus.jpg,10,8,,,,,"Rhuddanian, Llandovery (early Silurian)",443.8,440.8,442.3,"Dingxiang Village in Shitai County, Anhui Province",117.357,30.198,Gaojiabian Formation,"Li, J.J.,Ge, M.Y. 1981. Development and systematic position of akidograptids. Acta Palaeontologica Sinica, 20(3): 225-234.",
,Hemichordata,Pterobranchia,Graptoloidea,"Axonophora Frech, 1897","Neograptina Štorch & others, 2011","Dimorphograptidae Elles & Wood, 1908",,Akidograptus,Akidograptus ascensus,Akidograptus ascensus,,54214,54214Akidograptus_ascensus.jpg,10,9,,,,,"Rhuddanian, Llandovery (early Silurian)",443.8,440.8,442.3,"Zhangcunxu Village in Qingyang, Anhui Province",117.968,30.561,Gaojiabian Formation,"Li, J.J.,Ge, M.Y. 1981. Development and systematic position of akidograptids. Acta Palaeontologica Sinica, 20(3): 225-234.",
,Hemichordata,Pterobranchia,Graptoloidea,"Axonophora Frech, 1897","Neograptina Štorch & others, 2011","Dimorphograptidae Elles & Wood, 1908",,Akidograptus,Akidograptus ascensus,Akidograptus ascensus,,77016,77016Akidograptus_ascensus.jpg,0,7,,,,单反留存，未标,"Rhuddanian, Llandovery (early Silurian)",443.8,440.8,442.3,"Dewukabuxia Village in Xiaza, Tibet",88.682,31.129,Dewukaxia Formation,"Ni, Y.N. 1987.  Lower Silurian graptolites from Xainza, northern Xizang. Bulletin of Nanjing Institute of Geology and Palaeontology, Academica Sinica No. 11, 232-268, with 14 plates.",ADG5
,Hemichordata,Pterobranchia,Graptoloidea,"Axonophora Frech, 1897","Neograptina Štorch & others, 2011","Dimorphograptidae Elles & Wood, 1908",,Akidograptus,Akidograptus ascensus,Akidograptus ascensus,,82807,82807Akidograptus_ascensus.jpg,10,9,,,,,"Rhuddanian, Llandovery (early Silurian)",443.8,440.8,442.3,"Huanghuachang (Trench 502) in Yichang City, Hubei Province",111.391,30.862,Longmaxi Formation,"Lin, Y.K.,Chen, X. 1984. Glyptograptus persculptus zone: the earliest Silurian graptolite zone from Yangzi Gorges, China. 203-231. In Nanjing Institute of Geology and Palaeontology, Academia Sinica (ed.). Stratigraphy and palaeontology of systemic boundaries in China, Ordovician-Silurian boundary 1. Anhui Science and Technology Publishing House, Hefei, 516 pp.",
,Hemichordata,Pterobranchia,Graptoloidea,"Axonophora Frech, 1897","Neograptina Štorch & others, 2011","Dimorphograptidae Elles & Wood, 1908",,Akidograptus,Akidograptus ascensus,Akidograptus ascensus,,90536,90536Akidograptus_ascensus.jpg,0,3,,,,单反留存，未标,"Rhuddanian, Llandovery (early Silurian)",443.8,440.8,442.3,"Shanshuliang Village in Chengkou County, Chongqing CIty",108.631,31.985,Shuanghechang Formation,"Ge,M.Y.,1990.SilurianGraptolitesfromChengkou,Sichuan.PalaeontologiaSinica,NewSeriesB26.SciencePress,Beijing,157pp.(inChinese).",CF-Ⅰ-4
,Hemichordata,Pterobranchia,Graptoloidea,"Axonophora Frech, 1897","Neograptina Štorch & others, 2011","Dimorphograptidae Elles & Wood, 1908",,Akidograptus,Akidograptus ascensus,Akidograptus ascensus,,67255,67255Akidograptus_ascensus.jpg,14,6,,,,已拍，未标,"Rhuddanian, Llandovery (early Silurian)",443.8,440.8,442.3,"Zhangcunxu Village in Qingyang, Anhui Province",117.968,30.561,Gaojiabian Formation,"Li, J.J. 1999. Lower Silurian graptolites from southern Anhui. Bulletin of the Nanjing Institute of Geology and Palaeontology, Academia Sinica 14, 70–157 (in Chinese, with English summary).",
2,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus shihuigouensis ,Amplexograptus acusiformis,11,103387,103387Amplexograptus_acusiformis.jpg,10,7,162,163,,,Darriwilian (Middle Ordovician)-Sandbian (Late Ordovician),467.3,453,460.2,"Xinkailing Village in Wuning County, Jiangxi Province",115.062,29.303,Hulo Formation,"Ni, Y.N. 1991. Early and Middle Ordovician Graptolites from Wuning, northwestern Jiangxi, China. Palaeontologia Sinica B(28), 1–147.",
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus shihuigouensis ,Amplexograptus acusiformis,,103388,103388Amplexograptus_acusiformis.jpg,13,6,,,,,Darriwilian (Middle Ordovician)-Sandbian (Late Ordovician),467.3,453,460.2,"Xinkailing Village in Wuning County, Jiangxi Province",115.062,29.303,Hulo Formation,"Ni, Y.N. 1991. Early and Middle Ordovician Graptolites from Wuning, northwestern Jiangxi, China. Palaeontologia Sinica B(28), 1–147.",
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus shihuigouensis ,Amplexograptus confertus,,103389,103389Amplexograptus_confertus.jpg,11,8,,,,标签上是：Amplexograptus confertus(Lapworth)，文献上Amplexograptus confertus(Lapworth)对应的野外号是103383，而且跟Amplexograptus acusiformis野外号有重复，属种名按标签,Darriwilian (Middle Ordovician)-Sandbian (Late Ordovician),467.3,453,460.2,"Xinkailing Village in Wuning County, Jiangxi Province",115.062,29.303,Hulo Formation,"Ni, Y.N. 1991. Early and Middle Ordovician Graptolites from Wuning, northwestern Jiangxi, China. Palaeontologia Sinica B(28), 1–147.",
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus shihuigouensis ,Amplexograptus acusiformis,,103386,103386Amplexograptus_acusiformis.jpg,15,23,,,,,Darriwilian (Middle Ordovician)-Sandbian (Late Ordovician),467.3,453,460.2,"Xinkailing Village in Wuning County, Jiangxi Province",115.062,29.303,Hulo Formation,"Ni, Y.N. 1991. Early and Middle Ordovician Graptolites from Wuning, northwestern Jiangxi, China. Palaeontologia Sinica B(28), 1–147.",
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus shihuigouensis ,Amplexograptus acusiformis,,103385,103385Amplexograptus_acusiformis.jpg,11,13,,,,,Darriwilian (Middle Ordovician)-Sandbian (Late Ordovician),467.3,453,460.2,"Xinkailing Village in Wuning County, Jiangxi Province",115.062,29.303,Hulo Formation,"Ni, Y.N. 1991. Early and Middle Ordovician Graptolites from Wuning, northwestern Jiangxi, China. Palaeontologia Sinica B(28), 1–147.",AAP71
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus shihuigouensis ,Amplexograptus acusiformis,,103379,103379Amplexograptus_acusiformis.jpg,10,7,,,,,Darriwilian (Middle Ordovician)-Sandbian (Late Ordovician),467.3,453,460.2,"Xinkailing Village in Wuning County, Jiangxi Province",115.062,29.303,Hulo Formation,"Ni, Y.N. 1991. Early and Middle Ordovician Graptolites from Wuning, northwestern Jiangxi, China. Palaeontologia Sinica B(28), 1–147.",AAP41
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus shihuigouensis ,Amplexograptus acusiformis,,103380,103380Amplexograptus_acusiformis.jpg,14,9,,,,,Darriwilian (Middle Ordovician)-Sandbian (Late Ordovician),467.3,453,460.2,"Xinkailing Village in Wuning County, Jiangxi Province",115.062,29.303,Hulo Formation,"Ni, Y.N. 1991. Early and Middle Ordovician Graptolites from Wuning, northwestern Jiangxi, China. Palaeontologia Sinica B(28), 1–147.",
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus shihuigouensis ,Amplexograptus acusiformis,,103381,103381Amplexograptus_acusiformis.jpg,17,19,,,,,Darriwilian (Middle Ordovician)-Sandbian (Late Ordovician),467.3,453,460.2,"Xinkailing Village in Wuning County, Jiangxi Province",115.062,29.303,Ningkuo Formation,"Ni, Y.N. 1991. Early and Middle Ordovician Graptolites from Wuning, northwestern Jiangxi, China. Palaeontologia Sinica B(28), 1–147.",
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus shihuigouensis ,Amplexograptus acusiformis,,103382,103382Amplexograptus_acusiformis.jpg,14,21,,,,,Darriwilian (Middle Ordovician)-Sandbian (Late Ordovician),467.3,453,460.2,"Xinkailing Village in Wuning County, Jiangxi Province",115.062,29.303,Hulo Formation,"Ni, Y.N. 1991. Early and Middle Ordovician Graptolites from Wuning, northwestern Jiangxi, China. Palaeontologia Sinica B(28), 1–147.",
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus shihuigouensis ,Amplexograptus acusiformis,,103383,103383Amplexograptus_acusiformis.jpg,14,8,,,,,Darriwilian (Middle Ordovician)-Sandbian (Late Ordovician),467.3,453,460.2,"Xinkailing Village in Wuning County, Jiangxi Province",115.062,29.303,Hulo Formation,"Ni, Y.N. 1991. Early and Middle Ordovician Graptolites from Wuning, northwestern Jiangxi, China. Palaeontologia Sinica B(28), 1–147.",
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus shihuigouensis ,Amplexograptus acusiformis,,103384,103384Amplexograptus_acusiformis.jpg,33,42,,,,,Darriwilian (Middle Ordovician)-Sandbian (Late Ordovician),467.3,453,460.2,"Xinkailing Village in Wuning County, Jiangxi Province",115.062,29.303,Hulo Formation,"Ni, Y.N. 1991. Early and Middle Ordovician Graptolites from Wuning, northwestern Jiangxi, China. Palaeontologia Sinica B(28), 1–147.",
3,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus caelatus ,Amplexograptus confertus,14,103112,103112Amplexograptus_confertus.jpg,24,22,205,229,,"已拍，已标，属种名标签是：Amplexograptus confertus(Lapworth)，无图版，文献此属种对应的图版是：图版29，图2,3,12；野外号：103383-103385，无法核对，未放审核照片",Darriwilian (Middle Ordovician),467.3,458.4,462.9,"Xinkailing Village in Wuning County, Jiangxi Province",115.062,29.303,Hulo Formation,"Ni, Y.N. 1991. Early and Middle Ordovician Graptolites from Wuning, northwestern Jiangxi, China. Palaeontologia Sinica B(28), 1–147.",
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus caelatus ,Amplexograptus confertus,,103390,103390Amplexograptus_confertus.jpg,13,26,,,,"已拍，已标，属种名标签是：Amplexograptus confertus(Lapworth)，对应图版29图3；文献此属种对应的图版是：图版29，图2,3,12；野外号：103383-103385，无法核对，未放审核照片",Darriwilian (Middle Ordovician),467.3,458.4,462.9,"Xinkailing Village in Wuning County, Jiangxi Province",115.062,29.303,Hulo Formation,"Ni, Y.N. 1991. Early and Middle Ordovician Graptolites from Wuning, northwestern Jiangxi, China. Palaeontologia Sinica B(28), 1–147.",
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus caelatus ,Amplexograptus confertus,,103391,103391Amplexograptus_confertus.jpg,11,10,,,,"已拍，已标，属种名标签是：Amplexograptus confertus(Lapworth)，无图版，文献此属种对应的图版是：图版29，图2,3,12；野外号：103383-103385，无法核对，未放审核照片",Darriwilian (Middle Ordovician),467.3,458.4,462.9,"Xinkailing Village in Wuning County, Jiangxi Province",115.062,29.303,Ningkuo Formation,"Ni, Y.N. 1991. Early and Middle Ordovician Graptolites from Wuning, northwestern Jiangxi, China. Palaeontologia Sinica B(28), 1–147.",
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus caelatus ,Amplexograptus confertus,,103392,103392Amplexograptus_confertus.jpg,13,22,,,,"已拍，已标，属种名标签是：Amplexograptus confertus(Lapworth)，无图版，文献此属种对应的图版是：图版29，图2,3,12；野外号：103383-103386，无法核对，未放审核照片",Darriwilian (Middle Ordovician),467.3,458.4,462.9,"Xinkailing Village in Wuning County, Jiangxi Province",115.062,29.303,Hulo Formation,"Ni, Y.N. 1991. Early and Middle Ordovician Graptolites from Wuning, northwestern Jiangxi, China. Palaeontologia Sinica B(28), 1–147.",
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus caelatus ,Amplexograptus confertus,,9785,9785Amplexograptus_confertus.jpg,15,19,,,,,Darriwilian (Middle Ordovician),467.3,458.4,462.9,"Huangnigang Village in Jiangshan City, Zhejiang Province",118.629,28.77,Ningkuo Formation,"Mu, E.Z., Li, J.J. 1958. Scandent graptolites from the Ningkuo Shale of the Kiangshan–Changshan area, western Chekiang. Acta Palaeontologica Sinica 6(4), 391–427.",
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus caelatus ,Amplexograptus confertus,,9786,9786Amplexograptus_confertus.jpg,18,25,,,,,Darriwilian (Middle Ordovician),467.3,458.4,462.9,"Dawu Village in Changshan County, Zhejiang Province",118.628,28.746,Ningkuo Formation,"Mu, E.Z., Li, J.J. 1958. Scandent graptolites from the Ningkuo Shale of the Kiangshan–Changshan area, western Chekiang. Acta Palaeontologica Sinica 6(4), 391–427.",
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus caelatus ,Amplexograptus confertus,,9787,9787Amplexograptus_confertus.jpg,17,19,,,,,Darriwilian (Middle Ordovician),467.3,458.4,462.9,"Dawu Village in Changshan County, Zhejiang Province",118.628,28.746,Ningkuo Formation,"Mu, E.Z., Li, J.J. 1958. Scandent graptolites from the Ningkuo Shale of the Kiangshan–Changshan area, western Chekiang. Acta Palaeontologica Sinica 6(4), 391–427.",
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus caelatus ,Amplexograptus confertus,,10890,10890Amplexograptus_confertus.jpg,10,13,,,,,Darriwilian (Middle Ordovician),467.3,458.4,462.9,"Shihuigou in Dachaidan Town, Qinghai Province",95.362,37.861,Shihuigou Formation,"Mu, A.T, Lee, C.K., Geh, M.Y., et al. 1962. Graptolites from Chilianshan. Geology of Chilianshan, 4(2): 1-168.",NZ64
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus caelatus ,Amplexograptus confertus,,10891,10891Amplexograptus_confertus.jpg,11,9,,,,,Darriwilian (Middle Ordovician),467.3,458.4,462.9,"Shihuigou in Dachaidan Town, Qinghai Province",95.362,37.861,Shihuigou Formation,"Mu, A.T, Lee, C.K., Geh, M.Y., et al. 1962. Graptolites from Chilianshan. Geology of Chilianshan, 4(2): 1-168.",NZ70
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus caelatus ,Amplexograptus confertus,,10892,10892Amplexograptus_confertus.jpg,18,16,,,,,Darriwilian (Middle Ordovician),467.3,458.4,462.9,"Shihuigou in Dachaidan Town, Qinghai Province",95.362,37.861,Shihuigou Formation,"Mu, A.T, Lee, C.K., Geh, M.Y., et al. 1962. Graptolites from Chilianshan. Geology of Chilianshan, 4(2): 1-168.",NZ67
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus caelatus ,Amplexograptus confertus,,10893,10893Amplexograptus_confertus.jpg,10,7,,,,,Darriwilian (Middle Ordovician),467.3,458.4,462.9,"Shihuigou in Dachaidan Town, Qinghai Province",95.362,37.861,Shihuigou Formation,"Mu, A.T, Lee, C.K., Geh, M.Y., et al. 1962. Graptolites from Chilianshan. Geology of Chilianshan, 4(2): 1-168.",NZ95
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus caelatus ,Amplexograptus confertus,,10894,10894Amplexograptus_confertus.jpg,11,10,,,,,Darriwilian (Middle Ordovician),467.3,458.4,462.9,"Shihuigou in Dachaidan Town, Qinghai Province",95.362,37.861,Shihuigou Formation,"Mu, A.T, Lee, C.K., Geh, M.Y., et al. 1962. Graptolites from Chilianshan. Geology of Chilianshan, 4(2): 1-168.",NZ74
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus caelatus ,Amplexograptus confertus,,54090,54090Amplexograptus_confertus.jpg,17,16,,,,,Darriwilian (Middle Ordovician),467.3,458.4,462.9,"Wuning County, Jiangxi Province",115.105,29.263,Ningkuo Formation,"Yang, D.Q., Ni, Y.N., Li, J.J., Chen, X., Lin, Y.K., Yu, J.H., Jiao, S.D., Fang, Y.T., Ge, M.Y., Mu, E. Z. 1983. Graptolites. In: Nanjing Institute of Geology and Mineral Resources (ed.). Paleontological Atlas of East China – Early Paleozoic Volume. Geological Publishing House, Beijing. 353–496.",
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Diplograptinae Lapworth, 1873",Archiclimacograptus,Archiclimacograptus caelatus ,Amplexograptus confertus,,56524,56524Amplexograptus_confertus.jpg,17,15,,,,,Darriwilian (Middle Ordovician),467.3,458.4,462.9,"Shangchangyuan Village in Huangshan District, Anhui Province",118.266,30.221,Hulo Formation,"Li, J.J. 1983. Zonation and correlation of Ordovician rocks in southern Anhui with a note on some important graptolites. Bulletin of Nanjing Institute of Geology and Palaeontology, Academia Sinica,6: 133-158.",
4,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Peiragraptinae Jaanusson, 1960",Amplexograptus,Amplexograptus latus,Amplexograptus disjunctus yangtzensis,25,57173,57173Amplexograptus_disjunctus_yangtzensis.jpg,13,10,252,288,,,"Katian, Late Ordovician",453,445.2,449.1,"Zhujiapo Village in Dongongsi Town, Zunyi City, Guizhou Province",106.925,27.765,Wufeng Formation,"Mu, E.Z., Li, J.J.,Ge, M.Y.,Chen, X., Lin, Y. K. & Ni, Y.N. 1993. Upper Ordovician Graptolites of Central China region. Palaeontologia Sinica B29, 1–393 (in Chinese with English summary).",AAE368
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Peiragraptinae Jaanusson, 1960",Amplexograptus,Amplexograptus latus,Amplexograptus disjunctus yangtzensis,,57174,57174Amplexograptus_disjunctus_yangtzensis.jpg,23,31,,,,,"Katian, Late Ordovician",453,445.2,449.1,"Jiancaohe Village in Donggongsi Town, Zuiyi City, Guizhou Province",106.925,27.765,Wufeng Formation,"Mu, E.Z., Li, J.J.,Ge, M.Y.,Chen, X., Lin, Y. K. & Ni, Y.N. 1993. Upper Ordovician Graptolites of Central China region. Palaeontologia Sinica B29, 1–393 (in Chinese with English summary).",AAE380
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Peiragraptinae Jaanusson, 1960",Amplexograptus,Amplexograptus latus,Amplexograptus disjunctus yangtzensis,,57175,57175Amplexograptus_disjunctus_yangtzensis.jpg,10,16,,,,,"Katian, Late Ordovician",453,445.2,449.1,"Jiancaohe Village in Donggongsi Town, Zuiyi City, Guizhou Province",106.925,27.765,Wufeng Formation,"Mu, E.Z., Li, J.J.,Ge, M.Y.,Chen, X., Lin, Y. K. & Ni, Y.N. 1993. Upper Ordovician Graptolites of Central China region. Palaeontologia Sinica B29, 1–393 (in Chinese with English summary).",AAE380a
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Peiragraptinae Jaanusson, 1960",Amplexograptus,Amplexograptus latus,Amplexograptus disjunctus yangtzensis,,57176,57176Amplexograptus_disjunctus_yangtzensis.jpg,11,14,,,,,"Katian, Late Ordovician",453,445.2,449.1,"Huaqiao Village in Changyang County, Hubei Province",110.489,30.613,Wufeng Formation,"Mu, E.Z., Li, J.J.,Ge, M.Y.,Chen, X., Lin, Y. K. & Ni, Y.N. 1993. Upper Ordovician Graptolites of Central China region. Palaeontologia Sinica B29, 1–393 (in Chinese with English summary).",AAJ255
,Hemichordata,Pterobranchia,Graptoloidea," Axonophora Frech, 1897","Diplograptina Lapworth, 1880","Diplograptidae Lapworth, 1873","Peiragraptinae Jaanusson, 1960",Amplexograptus,Amplexograptus latus,Amplexograptus disjunctus yangtzensis,,57177,57177Amplexograptus_disjunctus_yangtzensis.jpg,11,12,,,,,"Katian, Late Ordovician",453,445.2,449.1,"Yuyangguan Town in Wufeng County, Hubei Province",111.076,30.173,Wufeng Formation,"Mu, E.Z., Li, J.J.,Ge, M.Y.,Chen, X., Lin, Y. K. & Ni, Y.N. 1993. Upper Ordovician Graptolites of Central China region. Palaeontologia Sinica B29, 1–393 (in Chinese with English summary).",AAJ188
